active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
4562,4.62,0.85,318,22.9,45.7,22.8,7936,hybrid,71,68,433,83,82,1811,4,fine_tuning,64,12,2195,7473146,12.07,success,9.9,full_gpu,5549,sku_e,green,zone_b,baixo
6062,6.08,0.86,184,22.6,50.1,27.5,11177,hybrid,73,71,522,74,80,1839,4,training,1024,36,36557,23171397,73.59,success,14.2,full_gpu,7423,sku_e,blue,zone_d,baixo
6976,6.94,0.58,110,24.2,47.2,23.0,7949,hybrid,70,83,507,80,84,1747,8,training,512,57,21356,59275811,72.45,success,17.1,full_gpu,9094,sku_c,white,zone_c,baixo
1599,1.61,0.72,96,20.7,30.3,9.6,3802,air,21,66,152,57,56,1339,2,inference,64,1,1540,512280,0.16,success,5.9,temporal_sharing,1954,sku_b,green,zone_c,baixo
5090,5.16,0.81,244,21.3,46.7,25.4,9689,liquid,58,74,399,73,79,1732,8,training,256,26,48177,44143355,91.47,success,11.2,full_gpu,6544,sku_e,red,zone_a,baixo
1070,1.06,0.62,193,19.2,26.7,7.5,2711,air,20,34,77,9,35,1001,4,idle,4,1,77,85983,0.70,success,5,none,1418,sku_d,yellow,zone_c,baixo
2910,2.95,0.54,312,20.8,46.2,25.4,7462,liquid,60,79,308,65,75,1587,2,fine_tuning,256,16,1419,7954060,6.07,success,6.9,temporal_sharing,3623,sku_a,red,zone_a,baixo
7509,7.41,0.79,167,20.1,46.4,26.3,9377,immersion,67,74,495,92,76,1602,8,training,512,95,16293,28372680,23.20,success,14.8,full_gpu,9369,sku_b,blue,zone_d,baixo
2472,2.47,0.75,195,20.9,42.6,21.7,7364,hybrid,46,74,381,83,82,1495,2,fine_tuning,64,6,2702,3612450,3.25,running,7.4,full_gpu,3112,sku_d,white,zone_d,baixo
7618,7.69,0.97,292,21.6,48.3,26.7,13014,hybrid,78,79,457,89,75,1967,8,training,512,41,31608,79469351,48.61,success,15.9,full_gpu,9076,sku_e,green,zone_d,baixo
6149,6.19,0.48,166,20.0,45.6,25.6,7955,liquid,70,71,496,82,87,1905,8,training,512,38,42007,66315256,33.79,success,13.3,full_gpu,8118,sku_b,red,zone_b,baixo
3615,3.66,0.42,306,21.6,41.5,19.9,5605,air,72,57,342,84,78,1361,4,fine_tuning,512,10,3683,2528282,8.23,success,11.5,full_gpu,4862,sku_d,white,zone_c,baixo
1839,1.84,0.52,105,22.4,36.5,14.1,7159,hybrid,57,63,112,71,55,1569,2,inference,256,1,1169,715024,1.16,success,6.1,full_gpu,2310,sku_d,green,zone_a,baixo
1014,1.00,0.39,103,19.5,33.1,13.6,2162,hybrid,8,27,81,3,37,644,2,idle,1,1,99,20575,0.23,success,5,mig,1381,sku_e,white,zone_b,baixo
4769,4.73,0.45,132,23.6,55.5,31.9,8788,immersion,70,70,408,92,77,1975,4,training,1536,78,23850,31719403,71.89,success,12.8,full_gpu,6279,sku_c,white,zone_a,baixo
1992,2.02,0.71,77,22.0,31.1,9.1,7334,air,62,64,221,79,63,1515,2,inference,64,1,1234,251118,0.11,success,6.4,mig,2482,sku_c,white,zone_a,baixo
1237,1.23,0.58,116,21.8,29.4,7.6,2519,air,17,34,75,8,37,1099,2,idle,2,1,117,34716,0.17,success,5,temporal_sharing,1501,sku_e,green,zone_d,baixo
3084,3.10,0.38,212,20.0,45.8,25.8,9167,air,75,83,330,81,78,1794,2,fine_tuning,512,16,1300,2599907,5.79,success,6.2,temporal_sharing,3576,sku_c,yellow,zone_b,baixo
5224,5.28,0.95,120,23.7,54.2,30.5,12552,liquid,82,69,518,87,78,1973,8,training,1536,61,27469,54361588,65.17,success,13.1,full_gpu,6788,sku_c,white,zone_c,baixo
1264,1.26,0.32,159,21.2,32.3,11.1,3878,air,17,28,123,11,39,767,4,idle,2,1,23,57896,0.41,success,5,mig,1516,sku_c,white,zone_b,baixo
1615,1.61,0.61,113,21.6,34.1,12.5,7006,air,46,45,114,64,56,1356,1,inference,16,1,127,685544,2.19,success,5,temporal_sharing,2049,sku_e,yellow,zone_c,baixo
2907,2.92,0.73,256,23.3,48.1,24.8,5630,hybrid,46,72,445,79,81,1417,2,fine_tuning,512,11,6601,3493897,8.54,success,6.4,temporal_sharing,3998,sku_c,blue,zone_d,baixo
4906,4.84,0.45,294,24.2,55.4,31.2,12768,liquid,73,69,399,82,83,1757,4,training,1536,70,7462,26219043,43.17,running,9.2,full_gpu,6270,sku_b,green,zone_c,baixo
1363,1.36,0.29,237,21.8,32.6,10.8,2845,air,20,26,60,15,33,837,1,idle,16,1,112,14529,0.12,success,5,mig,1710,sku_b,green,zone_c,baixo
6804,6.89,0.59,269,21.0,44.8,23.8,9827,liquid,60,85,606,78,91,1672,8,training,2048,32,46888,77770112,16.59,success,15.8,full_gpu,8431,sku_c,blue,zone_b,baixo
765,0.76,0.45,193,19.3,32.9,13.6,3579,air,5,35,55,13,35,845,1,idle,1,1,83,28688,0.51,success,5,none,1038,sku_a,blue,zone_d,baixo
8323,8.33,0.54,347,21.1,46.4,25.3,11497,immersion,83,72,610,80,88,1575,8,training,512,25,14748,79421227,94.21,success,16.2,full_gpu,10980,sku_b,white,zone_c,baixo
4415,4.40,0.88,100,20.1,41.2,21.1,6047,hybrid,75,82,343,81,76,1780,4,fine_tuning,256,17,5997,4108617,2.83,success,8.5,full_gpu,5950,sku_e,white,zone_b,baixo
9041,9.00,0.88,179,22.9,50.2,27.3,10675,liquid,80,70,558,73,85,1725,16,training,768,22,49192,23459271,49.95,success,21.3,full_gpu,10538,sku_c,green,zone_b,baixo
5822,5.87,0.76,258,23.8,48.7,24.9,10119,liquid,63,77,439,75,81,1897,8,training,768,45,6548,19753411,73.67,success,17.9,full_gpu,6638,sku_a,blue,zone_b,baixo
735,0.74,0.50,166,21.5,34.3,12.8,4450,air,8,34,78,2,35,730,1,idle,1,1,10,81659,0.26,success,5,mig,932,sku_b,white,zone_d,baixo
1154,1.17,0.40,117,18.7,31.6,12.9,2750,air,16,26,68,11,33,816,1,idle,4,1,9,22945,0.76,success,5,mig,1453,sku_b,blue,zone_a,baixo
2380,2.34,0.72,100,21.8,41.7,19.9,6271,liquid,30,56,250,55,61,1589,4,inference,256,1,1161,771850,1.14,success,7.5,full_gpu,2673,sku_c,yellow,zone_b,baixo
1837,1.85,0.74,156,22.1,35.5,13.4,6375,air,32,57,219,56,62,1370,4,inference,16,1,321,928432,1.02,success,8.8,mig,2345,sku_b,green,zone_a,baixo
6085,6.00,0.73,345,21.1,48.4,27.3,8009,liquid,65,87,579,78,86,1932,8,training,768,50,28524,77226221,66.46,success,18.4,full_gpu,7213,sku_a,white,zone_a,baixo
2522,2.52,0.60,170,21.7,43.9,22.2,6822,hybrid,71,65,253,78,74,1536,4,fine_tuning,64,3,3643,6170254,13.94,success,9.1,temporal_sharing,3315,sku_a,red,zone_c,baixo
3885,3.83,0.70,261,20.9,47.9,27.0,9578,liquid,62,74,348,79,74,1680,4,fine_tuning,256,7,840,1761069,3.06,success,8.4,full_gpu,5132,sku_d,green,zone_a,baixo
685,0.68,0.61,63,21.9,28.8,6.9,3422,hybrid,15,26,61,12,36,693,1,idle,4,1,101,45029,0.75,success,5,temporal_sharing,914,sku_d,yellow,zone_a,baixo
5815,5.84,0.43,343,21.3,44.1,22.8,9050,immersion,68,79,404,82,77,1948,8,training,256,103,41991,19188977,74.77,success,17.1,full_gpu,7134,sku_a,blue,zone_d,baixo
1822,1.80,0.64,124,20.8,40.8,20.0,6225,liquid,53,61,261,81,62,1584,1,inference,64,1,1068,1210158,1.90,success,5,mig,2381,sku_b,red,zone_a,baixo
2102,2.09,0.36,124,20.2,35.7,15.5,6297,air,46,47,194,79,57,1527,4,inference,64,1,226,1150468,1.88,success,8,temporal_sharing,2448,sku_b,green,zone_b,baixo
6702,6.69,0.79,330,21.4,51.7,30.3,12888,hybrid,82,76,457,88,78,1929,8,training,512,70,40636,44986142,61.53,running,13.3,full_gpu,9130,sku_c,green,zone_c,baixo
7581,7.67,0.45,141,23.1,48.1,25.0,12102,immersion,80,86,535,83,89,1966,8,training,1024,61,16261,69141683,53.44,success,15,full_gpu,9704,sku_b,red,zone_c,baixo
1045,1.04,0.46,62,19.2,25.8,6.6,4102,air,10,30,104,8,36,673,4,idle,4,1,111,86128,0.71,success,5,temporal_sharing,1287,sku_c,yellow,zone_a,baixo
2107,2.10,0.62,158,21.6,36.8,15.2,4244,air,36,42,152,67,57,1575,2,inference,16,1,303,697798,0.35,success,6.3,full_gpu,2385,sku_d,green,zone_a,baixo
2208,2.24,0.50,134,20.5,36.5,16.0,3201,hybrid,29,55,161,48,56,1185,2,inference,16,1,533,1174952,2.05,success,6.9,temporal_sharing,2759,sku_d,blue,zone_a,baixo
1999,2.01,0.55,165,21.6,39.9,18.3,4564,liquid,54,46,234,66,64,1518,1,inference,64,1,1557,1478711,2.05,success,5,mig,2419,sku_d,red,zone_a,baixo
5334,5.29,0.84,244,21.9,46.6,24.7,8398,hybrid,77,72,360,83,75,1899,8,training,512,78,29088,33926031,41.02,success,12.9,full_gpu,7030,sku_a,green,zone_b,baixo
3224,3.20,0.89,99,22.5,42.8,20.3,8733,air,72,67,442,68,81,1769,2,fine_tuning,192,9,5206,3890777,10.13,success,6.3,mig,4293,sku_a,yellow,zone_b,baixo
4911,4.96,0.52,236,21.9,53.4,31.5,11527,liquid,76,78,372,73,78,1882,8,training,256,90,34742,81777039,75.95,success,10.8,full_gpu,6313,sku_b,green,zone_a,baixo
914,0.93,0.52,237,20.1,26.9,6.8,3461,air,20,22,105,8,39,696,1,idle,1,1,105,77109,0.30,success,5,none,1256,sku_d,red,zone_b,baixo
1128,1.13,0.38,219,18.9,30.0,11.1,2728,air,19,20,57,15,36,654,2,idle,1,1,92,85506,0.38,running,5,temporal_sharing,1436,sku_a,yellow,zone_a,baixo
3072,3.08,0.75,242,19.8,42.8,23.0,8647,air,67,55,354,62,73,1654,2,fine_tuning,384,14,3805,500908,11.11,success,6.2,full_gpu,4163,sku_c,green,zone_a,baixo
7402,7.46,0.59,196,21.5,47.3,25.8,9691,liquid,73,70,573,73,85,2049,8,training,2048,33,35763,74590151,27.95,success,19.6,full_gpu,10138,sku_e,green,zone_c,baixo
4711,4.74,0.45,290,20.3,47.6,27.3,9103,liquid,70,87,418,84,80,1622,8,training,256,32,17962,60010539,28.94,success,14.3,full_gpu,5610,sku_b,red,zone_d,baixo
965,0.96,0.32,229,19.5,29.8,10.3,4040,air,15,18,61,3,32,672,2,idle,16,1,93,7373,0.55,success,5,none,1089,sku_b,red,zone_a,baixo
6199,6.21,0.98,273,21.8,51.0,29.2,10007,liquid,72,77,416,86,79,1863,8,training,1536,62,25503,49762125,18.47,running,16.5,full_gpu,7979,sku_d,yellow,zone_b,baixo
1350,1.35,0.72,206,21.0,27.9,6.9,2771,air,8,33,61,14,33,785,2,idle,16,1,7,34314,0.51,success,5,mig,1746,sku_b,red,zone_a,baixo
1130,1.13,0.52,239,21.8,29.7,7.9,3040,air,10,31,96,13,37,996,2,idle,2,1,83,26890,0.29,success,5,temporal_sharing,1533,sku_c,green,zone_a,baixo
2481,2.46,0.56,173,21.6,43.4,21.8,8193,hybrid,75,58,236,80,66,1799,4,fine_tuning,256,7,1784,2292633,13.06,success,7.3,temporal_sharing,3414,sku_a,white,zone_c,baixo
789,0.78,0.64,237,21.0,29.3,8.3,2177,air,8,32,72,14,36,925,1,idle,1,1,23,16863,0.54,success,5,none,1083,sku_b,white,zone_d,baixo
885,0.89,0.46,115,19.7,29.2,9.5,4468,air,17,32,100,18,40,1035,1,idle,1,1,24,36272,0.06,running,5,mig,1041,sku_d,white,zone_c,baixo
1105,1.11,0.53,67,18.9,25.9,7.0,2778,air,19,22,81,6,36,939,2,idle,2,1,86,69424,0.38,success,5,none,1430,sku_b,yellow,zone_a,baixo
1454,1.44,0.49,193,20.1,39.2,19.1,4851,air,28,57,155,72,58,1143,1,inference,256,1,132,2213647,2.28,success,5,full_gpu,1901,sku_b,white,zone_b,baixo
5144,5.12,0.62,114,23.0,48.6,25.6,12170,hybrid,74,86,440,76,84,2031,8,training,768,52,18158,23860807,31.15,success,14.9,full_gpu,6574,sku_a,white,zone_c,baixo
6353,6.28,0.58,348,23.2,46.9,23.7,8515,liquid,70,79,423,92,78,1830,8,training,1024,35,14010,31224638,90.97,success,12.4,full_gpu,8016,sku_a,blue,zone_c,baixo
4379,4.44,0.69,314,23.1,51.5,28.4,8772,hybrid,73,70,369,86,82,1411,8,training,256,20,21514,63731422,77.99,success,12,full_gpu,5517,sku_e,blue,zone_c,baixo
2273,2.24,0.53,182,18.3,27.5,9.2,6615,liquid,48,49,317,75,65,1176,1,inference,64,1,896,2178331,2.49,success,5.8,full_gpu,2602,sku_b,red,zone_b,baixo
1488,1.48,0.46,219,21.3,30.9,9.6,4285,hybrid,37,64,135,53,55,1427,2,inference,256,1,621,250301,1.65,success,5.6,full_gpu,1722,sku_e,red,zone_d,baixo
3337,3.37,0.65,294,20.2,45.6,25.4,5703,liquid,74,76,364,62,74,1612,4,fine_tuning,192,11,1986,3726833,9.54,success,8.5,mig,4171,sku_a,red,zone_c,baixo
8297,8.23,0.57,334,24.1,51.3,27.2,8976,liquid,68,72,516,86,84,1884,16,training,512,47,20266,74992319,94.97,success,20.8,full_gpu,10989,sku_a,blue,zone_c,baixo
3491,3.46,0.35,275,20.1,39.7,19.6,9619,hybrid,51,76,249,84,65,1790,4,fine_tuning,512,7,1468,5075370,9.33,success,8,full_gpu,4124,sku_e,green,zone_b,baixo
5372,5.42,0.46,356,23.8,55.4,31.6,11914,liquid,84,77,496,87,84,1921,4,training,512,40,19011,41747369,79.80,success,11.1,full_gpu,6925,sku_a,yellow,zone_c,baixo
1069,1.08,0.63,117,18.2,30.7,12.5,2976,air,11,21,63,10,32,980,2,idle,2,1,60,64679,0.26,success,5,mig,1298,sku_b,green,zone_c,baixo
885,0.90,0.28,167,20.6,31.2,10.6,2811,air,18,20,77,16,34,1046,1,idle,8,1,98,28279,0.22,success,5,none,1167,sku_b,yellow,zone_a,baixo
2469,2.46,0.61,200,21.9,39.0,17.1,5030,liquid,37,66,284,46,63,1504,2,inference,256,1,1400,1610524,2.29,success,7.8,temporal_sharing,3138,sku_b,yellow,zone_b,baixo
5403,5.47,0.52,187,23.9,53.6,29.7,11292,hybrid,62,83,434,92,77,1748,8,training,768,93,7704,60253701,46.43,success,12.1,full_gpu,6921,sku_d,red,zone_d,baixo
7473,7.55,0.45,241,21.6,44.8,23.2,11717,immersion,73,74,410,75,75,1800,16,training,512,35,15344,74738238,58.01,success,24.2,full_gpu,8700,sku_d,white,zone_a,baixo
2536,2.52,0.48,216,19.7,36.4,16.7,7177,air,57,41,278,79,66,1499,4,inference,256,1,1636,959239,2.44,success,7.8,temporal_sharing,3033,sku_a,red,zone_a,baixo
6367,6.39,0.62,263,23.5,52.0,28.5,9666,liquid,83,83,403,78,79,1853,8,training,1024,80,16680,31126886,42.33,success,16,full_gpu,7939,sku_b,white,zone_a,baixo
2062,2.04,0.29,93,21.3,34.0,12.7,4084,air,44,54,238,66,65,1403,2,inference,32,1,883,369721,0.96,success,5.6,temporal_sharing,2322,sku_c,blue,zone_a,baixo
2407,2.38,0.70,152,21.1,40.0,18.9,7578,hybrid,38,42,211,61,61,1286,4,inference,128,1,484,1779522,1.96,success,8,mig,3319,sku_e,green,zone_c,baixo
4091,4.11,0.84,91,22.4,49.2,26.8,9417,air,71,81,477,72,83,1556,4,fine_tuning,64,13,5810,4628150,5.05,success,8.4,temporal_sharing,5167,sku_d,red,zone_a,baixo
1863,1.87,0.58,181,19.8,34.1,14.3,3685,air,42,41,173,56,56,1546,4,inference,128,1,395,2496722,0.30,success,9.5,temporal_sharing,2114,sku_d,green,zone_a,baixo
1074,1.08,0.49,177,18.6,28.7,10.1,3337,air,22,12,71,14,34,948,2,idle,4,1,39,67619,0.31,success,5,none,1459,sku_c,yellow,zone_b,baixo
1312,1.31,0.29,201,18.9,31.1,12.2,2773,air,14,21,100,7,36,909,1,idle,2,1,8,65992,0.77,success,5,mig,1582,sku_c,white,zone_b,baixo
1368,1.36,0.28,119,18.3,29.5,11.2,4465,air,13,29,91,2,34,790,4,idle,16,1,38,89586,0.61,success,5,temporal_sharing,1756,sku_e,yellow,zone_c,baixo
3296,3.32,0.74,219,22.9,40.6,17.7,8523,hybrid,69,75,342,76,78,1657,4,fine_tuning,384,3,2388,1792292,2.10,success,11.2,mig,4313,sku_c,red,zone_a,baixo
2064,2.04,0.54,99,20.3,35.8,15.5,3979,air,49,54,149,55,55,1235,2,inference,64,1,1464,732811,1.55,success,5.5,temporal_sharing,2679,sku_e,yellow,zone_a,baixo
5677,5.68,0.87,297,21.3,50.0,28.7,11372,hybrid,65,85,403,93,80,1815,8,training,1024,20,41026,22396544,79.46,success,14.5,full_gpu,7348,sku_b,red,zone_a,baixo
8183,8.13,0.62,246,21.0,49.6,28.6,11630,liquid,72,83,546,88,84,2003,16,training,512,52,31993,46508219,60.76,success,17.6,full_gpu,10349,sku_c,blue,zone_c,baixo
1695,1.68,0.53,84,21.0,36.3,15.3,3745,air,35,40,135,55,55,1445,2,inference,128,1,773,1512628,2.23,success,5.7,full_gpu,2026,sku_a,yellow,zone_d,baixo
3392,3.42,0.83,303,23.4,46.9,23.5,7311,air,58,84,430,83,80,1768,4,fine_tuning,192,11,5203,2662267,5.13,success,9.7,full_gpu,4604,sku_b,red,zone_a,baixo
2811,2.77,0.76,153,19.8,37.7,17.9,4208,hybrid,62,42,247,66,65,1199,4,inference,64,1,148,1651251,2.08,success,11,temporal_sharing,3374,sku_b,blue,zone_c,baixo
773,0.76,0.56,159,21.4,31.3,9.9,2066,hybrid,15,25,71,13,34,1094,1,idle,16,1,56,5977,0.15,success,5,none,1031,sku_e,yellow,zone_d,baixo
930,0.94,0.63,122,21.5,31.2,9.7,1948,air,22,22,87,9,34,954,2,idle,16,1,61,3160,0.39,success,5,none,1037,sku_d,white,zone_c,baixo
1080,1.09,0.41,191,21.7,33.8,12.1,2588,hybrid,6,33,97,7,36,972,4,idle,1,1,100,23806,0.30,success,5,temporal_sharing,1277,sku_b,blue,zone_d,baixo
2635,2.66,0.68,226,20.4,37.6,17.2,5735,air,57,55,323,71,69,1206,2,fine_tuning,64,17,1561,1657589,7.91,success,5.7,full_gpu,3196,sku_a,white,zone_c,baixo
1075,1.08,0.64,218,18.8,26.0,7.2,2350,air,15,21,78,2,34,600,4,idle,16,1,44,23544,0.38,success,5,none,1438,sku_a,green,zone_d,baixo
5413,5.36,0.57,311,23.7,49.9,26.2,9469,hybrid,79,82,375,75,80,1638,8,training,2048,69,41444,24992167,36.44,success,14.8,full_gpu,7167,sku_d,red,zone_d,baixo
1800,1.80,0.77,241,18.5,29.8,11.3,6158,air,43,58,216,63,60,1482,1,inference,32,1,1325,368604,1.63,running,5,full_gpu,2168,sku_b,white,zone_b,baixo
1518,1.50,0.50,224,20.0,35.9,15.9,4693,air,49,71,107,49,53,1075,4,inference,32,1,1200,589258,1.33,success,9.1,mig,1824,sku_a,blue,zone_c,baixo
1133,1.15,0.50,88,18.4,30.0,11.6,2455,hybrid,5,17,60,11,36,961,4,idle,1,1,39,54965,0.46,success,5,temporal_sharing,1399,sku_e,white,zone_b,baixo
696,0.70,0.58,95,19.4,27.8,8.4,3512,air,5,14,59,2,33,845,1,idle,2,1,58,25431,0.76,success,5,mig,806,sku_e,yellow,zone_a,baixo
9414,9.43,0.69,197,24.5,55.1,30.6,12113,liquid,73,77,552,80,86,2009,16,training,1536,27,14589,84324357,42.34,success,24.1,full_gpu,11542,sku_d,yellow,zone_d,baixo
2764,2.73,0.82,286,21.6,39.4,17.8,6540,air,75,59,336,69,77,1493,2,fine_tuning,128,3,3292,5846013,4.54,success,7.5,full_gpu,3579,sku_a,yellow,zone_d,baixo
2575,2.55,0.58,126,20.0,39.7,19.7,5774,air,52,46,265,81,68,1519,2,inference,256,1,1258,1659029,0.75,success,8,temporal_sharing,3285,sku_d,white,zone_c,baixo
9430,9.53,0.80,330,24.2,49.1,24.9,11361,liquid,84,80,551,92,85,1989,16,training,256,99,30817,75725465,70.27,success,28.1,full_gpu,11267,sku_d,white,zone_a,baixo
3932,3.96,0.48,227,21.3,36.3,15.0,4835,hybrid,29,53,150,53,56,1271,4,inference,128,1,1796,1681391,1.89,success,10.4,mig,4766,sku_b,green,zone_c,baixo
3996,3.99,0.74,222,22.9,40.1,17.2,5458,air,74,61,445,86,81,1580,4,fine_tuning,384,7,4395,1017388,11.30,running,9.9,mig,4559,sku_a,red,zone_d,baixo
1930,1.92,0.75,249,22.2,40.0,17.8,4966,hybrid,46,47,155,67,60,1639,2,inference,256,1,600,526483,2.37,success,7.2,mig,2316,sku_d,white,zone_b,baixo
1542,1.53,0.59,200,20.7,34.4,13.7,6699,air,59,41,161,81,60,1643,1,inference,16,1,1578,1620610,1.93,running,5,temporal_sharing,2127,sku_c,blue,zone_a,baixo
7000,6.94,1.03,245,20.4,49.9,29.5,11449,liquid,69,68,464,73,78,1937,16,training,1536,60,13995,47365771,78.59,success,22.3,full_gpu,8163,sku_e,green,zone_a,baixo
3175,3.17,0.64,247,21.3,42.6,21.3,7488,air,67,64,361,78,76,1454,4,fine_tuning,384,7,1045,4422820,9.79,success,8.1,full_gpu,3818,sku_b,yellow,zone_a,baixo
4264,4.26,0.87,270,21.0,42.4,21.4,6086,hybrid,42,83,438,81,79,1631,4,fine_tuning,128,14,4466,3276999,12.52,success,12.1,temporal_sharing,5485,sku_e,red,zone_b,baixo
1958,1.94,0.65,153,20.9,37.6,16.7,4611,hybrid,55,69,261,45,61,1221,4,inference,64,1,1216,2153315,0.34,running,7.7,mig,2203,sku_c,green,zone_d,baixo
816,0.83,0.30,122,21.0,34.2,13.2,3491,air,16,27,68,10,36,914,2,idle,4,1,20,46717,0.77,success,5,mig,1018,sku_a,blue,zone_c,baixo
5433,5.37,0.56,171,23.7,48.0,24.3,8646,hybrid,76,73,398,75,76,1742,8,training,256,37,36177,23171404,92.68,success,15.3,full_gpu,6578,sku_d,blue,zone_c,baixo
5631,5.55,0.93,111,24.0,55.8,31.8,10785,immersion,82,85,361,82,81,1676,8,training,256,66,17845,25289269,79.21,success,12,full_gpu,6822,sku_e,blue,zone_a,baixo
1129,1.12,0.37,157,19.0,30.2,11.2,4304,hybrid,19,16,112,6,39,1087,2,idle,4,1,92,62067,0.30,success,5,temporal_sharing,1503,sku_a,blue,zone_d,baixo
3084,3.13,0.91,333,22.5,50.5,28.0,12358,hybrid,51,85,330,87,75,1855,2,fine_tuning,128,7,3565,7181652,11.61,success,5.8,full_gpu,4220,sku_a,red,zone_d,baixo
1789,1.78,0.71,201,18.7,30.4,11.7,6723,air,49,70,157,62,58,1358,4,inference,256,1,1584,1882222,0.56,running,7.6,temporal_sharing,2103,sku_d,red,zone_c,baixo
841,0.85,0.62,138,18.8,30.1,11.3,2319,air,15,19,74,6,33,1049,2,idle,8,1,107,87763,0.60,success,5,none,1035,sku_c,blue,zone_b,baixo
6696,6.62,0.66,293,23.5,50.2,26.7,11795,liquid,74,81,423,91,79,1963,16,training,1536,67,21268,15438063,24.15,success,19.9,full_gpu,7928,sku_d,yellow,zone_a,baixo
4420,4.38,0.89,129,22.8,44.9,22.1,5842,hybrid,73,77,377,81,77,1386,8,training,768,30,22449,49481753,28.06,success,12.6,full_gpu,5438,sku_a,blue,zone_c,baixo
2084,2.10,0.49,213,20.7,35.2,14.5,4343,hybrid,52,62,110,78,54,1302,1,inference,128,1,1747,749435,2.29,success,5,temporal_sharing,2833,sku_e,blue,zone_a,baixo
1629,1.63,0.43,189,21.3,33.2,11.9,6513,air,56,64,127,66,58,1096,2,inference,128,1,1127,2461044,1.76,success,7.1,mig,2063,sku_b,blue,zone_a,baixo
777,0.77,0.50,139,20.9,34.3,13.4,2046,air,19,20,58,13,32,716,1,idle,2,1,30,63623,0.45,success,5,mig,993,sku_d,red,zone_a,baixo
3437,3.46,1.01,258,24.0,47.7,23.7,8628,air,53,81,316,63,73,1574,8,inference,512,1,1536,1310707,1.18,success,16.8,full_gpu,4469,sku_c,blue,zone_a,baixo
4873,4.84,0.93,447,24.4,51.1,26.7,9833,hybrid,67,72,471,82,83,1774,8,inference,128,1,4119,4888503,4.46,success,17,temporal_sharing,6207,sku_b,red,zone_d,baixo
7468,7.41,1.23,415,23.8,50.7,26.9,12187,immersion,86,89,641,86,92,1879,16,training,2048,99,33529,32737256,115.19,success,24.4,full_gpu,9548,sku_a,white,zone_b,baixo
6473,6.53,0.75,361,24.4,51.4,27.0,8797,hybrid,54,67,231,62,63,1401,4,inference,256,1,1393,1325144,2.43,success,11,temporal_sharing,8113,sku_b,white,zone_b,baixo
