active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
11350,11.42,2.95,810,30.5,73.0,42.5,21200,air,54,69,650,47,94,1640,16,training,768,120,48000,76000000,140.00,aborted,118.0,full_gpu,12000,sku_d,blue,zone_d,alto
4980,5.02,1.35,360,24.5,54.5,30.0,11000,hybrid,37,54,355,34,72,1260,4,inference,256,1,2500,2700000,4.30,success,34.0,temporal_sharing,6600,sku_a,red,zone_c,alto
7210,7.16,1.85,500,26.0,60.0,34.0,14100,liquid,40,57,475,36,81,1350,8,inference,128,1,1200,1100000,5.20,running,72.0,mig,9400,sku_c,white,zone_a,alto
8840,8.89,2.25,600,27.5,65.5,38.0,16400,air,43,61,545,39,86,1470,16,fine_tuning,384,32,10500,14000000,70.00,failed,90.0,full_gpu,11200,sku_b,yellow,zone_d,alto
5480,5.51,1.70,470,25.0,55.5,30.5,12000,hybrid,28,45,390,26,76,1190,8,idle,8,1,70,32000,4.90,success,52.0,temporal_sharing,7400,sku_e,blue,zone_b,alto
10450,10.52,2.55,680,29.5,70.5,41.0,19800,air,51,67,620,45,92,1590,16,training,1024,110,44000,68000000,130.00,aborted,111.0,mig,12000,sku_d,green,zone_c,alto
5760,5.80,1.20,320,25.0,56.0,31.0,11500,liquid,31,49,400,28,77,1230,8,idle,4,1,90,44000,5.30,running,55.0,full_gpu,7800,sku_a,white,zone_a,alto
8060,8.00,1.90,530,27.0,62.0,35.0,14600,hybrid,43,59,505,39,84,1390,8,fine_tuning,256,22,7200,8900000,50.00,failed,79.0,temporal_sharing,10200,sku_c,red,zone_d,alto
9300,9.36,1.45,370,28.0,66.0,38.0,13800,liquid,48,63,560,43,87,1480,16,inference,64,1,1800,1500000,6.20,success,92.0,mig,11600,sku_b,blue,zone_b,alto
6020,6.04,2.30,620,25.5,57.5,32.0,13200,air,24,40,410,22,77,1200,8,idle,8,1,60,30000,4.20,aborted,56.0,full_gpu,8100,sku_e,yellow,zone_c,alto
11100,11.05,2.70,740,30.0,72.0,42.0,20500,air,53,68,640,46,93,1620,16,training,768,120,48000,74000000,145.00,failed,116.0,full_gpu,12000,sku_d,white,zone_a,alto
4690,4.73,1.25,340,24.0,53.5,29.5,10500,hybrid,35,51,345,33,72,1250,4,inference,128,1,2300,2300000,4.10,running,33.0,temporal_sharing,6500,sku_a,green,zone_b,alto
7480,7.55,2.05,560,26.0,60.5,34.5,14900,liquid,41,58,485,37,82,1370,8,fine_tuning,384,26,7800,9700000,55.00,success,74.0,mig,9600,sku_c,red,zone_d,alto
8920,8.88,1.55,400,27.5,65.0,37.5,14400,hybrid,47,62,545,41,86,1450,16,training,512,90,32000,52000000,118.00,aborted,88.0,full_gpu,11200,sku_b,yellow,zone_a,alto
5380,5.44,1.85,500,25.0,55.5,30.5,12300,liquid,27,44,385,25,76,1180,8,idle,4,1,80,36000,5.10,failed,51.0,temporal_sharing,7200,sku_e,blue,zone_c,alto
10600,10.64,2.60,700,29.5,71.0,41.5,20200,air,50,66,625,44,92,1600,16,training,1024,115,45000,71000000,132.00,running,112.0,mig,12000,sku_d,white,zone_b,alto
5900,5.93,1.10,300,25.0,56.5,31.5,11600,hybrid,30,48,405,27,77,1240,8,idle,8,1,75,38000,5.00,success,56.0,full_gpu,7900,sku_a,green,zone_d,alto
8120,8.17,1.95,520,27.0,62.5,35.5,14500,air,42,59,510,38,84,1390,8,inference,128,1,1400,1300000,5.60,failed,82.0,temporal_sharing,10400,sku_c,red,zone_a,alto
9460,9.52,2.20,610,28.0,66.5,38.5,16600,liquid,46,61,565,41,87,1500,16,fine_tuning,384,32,11000,14500000,76.00,aborted,94.0,full_gpu,11800,sku_b,blue,zone_c,alto
5020,5.06,1.40,380,24.5,54.0,29.5,10800,hybrid,35,50,355,33,72,1260,4,inference,256,1,2500,2800000,4.50,running,34.0,mig,6800,sku_e,yellow,zone_b,alto
10800,10.75,2.80,770,30.0,72.0,42.0,20800,air,54,69,635,47,93,1620,16,training,768,125,50000,76000000,148.00,failed,115.0,full_gpu,12000,sku_d,green,zone_d,alto
5650,5.69,1.15,310,25.0,55.5,30.5,11800,liquid,29,45,395,26,76,1200,8,idle,4,1,85,41000,5.20,success,54.0,temporal_sharing,7600,sku_a,white,zone_a,alto
7920,7.86,1.80,490,26.5,61.0,34.5,14000,hybrid,40,57,500,37,83,1380,8,fine_tuning,256,24,7800,9200000,53.00,failed,76.0,mig,10000,sku_c,red,zone_b,alto
9180,9.24,1.45,360,28.0,66.0,38.0,13700,liquid,47,62,555,42,86,1480,16,inference,64,1,1800,1500000,6.00,running,90.0,full_gpu,11600,sku_b,yellow,zone_d,alto
6060,6.09,2.25,600,25.5,57.5,32.0,13200,air,23,39,410,22,77,1200,8,idle,8,1,70,34000,4.60,aborted,56.0,temporal_sharing,8100,sku_e,blue,zone_c,alto
11200,11.27,2.70,750,30.0,72.0,42.0,20600,air,53,68,640,46,93,1620,16,training,1024,120,48000,74000000,140.00,success,116.0,mig,12000,sku_d,white,zone_a,alto
4820,4.77,1.30,350,24.0,53.5,29.5,10600,hybrid,35,51,350,34,72,1260,4,inference,128,1,2400,2500000,4.30,failed,34.0,full_gpu,6600,sku_a,green,zone_b,alto
7520,7.56,1.95,540,26.0,60.0,34.0,14600,liquid,41,58,490,38,82,1380,8,fine_tuning,256,25,7600,9600000,55.00,running,75.0,temporal_sharing,9600,sku_c,red,zone_d,alto
9020,8.96,1.50,390,27.5,65.0,37.5,14300,hybrid,47,62,550,41,86,1450,16,training,512,95,33000,52000000,116.00,failed,89.0,mig,11200,sku_b,yellow,zone_a,alto
5440,5.47,1.80,490,25.0,55.5,30.5,12100,liquid,28,44,390,25,76,1180,8,idle,4,1,75,33000,4.90,success,52.0,full_gpu,7300,sku_e,blue,zone_c,alto
10480,10.54,2.65,720,29.5,71.0,41.5,20100,air,52,67,625,45,92,1600,16,training,768,110,45000,70000000,135.00,aborted,112.0,full_gpu,12000,sku_d,white,zone_b,alto
5900,5.86,1.18,320,25.0,56.0,31.0,11700,hybrid,30,48,400,27,77,1240,8,idle,8,1,80,39000,5.10,running,56.0,temporal_sharing,7800,sku_a,green,zone_d,alto
8080,8.13,1.90,500,27.0,62.0,35.0,14400,air,42,59,505,38,84,1390,8,inference,128,1,1300,1200000,5.50,success,80.0,mig,10400,sku_c,red,zone_a,alto
9340,9.38,2.15,610,28.0,66.5,38.5,16500,liquid,46,61,560,41,87,1500,16,fine_tuning,384,30,11000,14000000,74.00,failed,94.0,full_gpu,11800,sku_b,blue,zone_c,alto
5040,5.09,1.42,370,24.5,54.0,29.5,10900,hybrid,35,50,355,33,72,1260,4,inference,256,1,2500,2800000,4.50,running,34.0,temporal_sharing,6800,sku_e,yellow,zone_b,alto
10780,10.72,2.75,760,30.0,72.0,42.0,20700,air,54,69,635,47,93,1620,16,training,768,120,50000,76000000,148.00,aborted,115.0,mig,12000,sku_d,green,zone_d,alto
