active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
10716,10.68,1.93,530,25.5,57.6,32.1,15537,liquid,60,85,524,71,83,1706,16,training,768,125,61508,55361619,64.82,success,30.6,full_gpu,12000,sku_d,blue,zone_d,moderado
600,0.50,0.75,563,24.9,55.2,30.3,5866,hybrid,10,29,90,17,34,1084,1,idle,1,1,71,33331,3.36,running,5,none,660,sku_b,blue,zone_b,moderado
8616,8.68,2.08,572,26.7,62.0,35.3,16268,hybrid,53,82,521,48,86,1709,16,training,768,39,25551,94492728,70.28,success,30.7,full_gpu,11091,sku_b,yellow,zone_a,moderado
2477,2.43,1.37,477,24.2,51.1,26.9,10467,hybrid,47,64,294,46,67,1283,2,inference,16,1,5564,1836643,0.95,success,8.0,full_gpu,3263,sku_a,red,zone_a,moderado
2886,2.91,0.82,259,23.0,44.3,21.3,8778,liquid,47,61,290,49,64,1278,2,inference,64,1,3719,812122,2.65,success,8.2,temporal_sharing,3703,sku_c,yellow,zone_a,moderado
8998,8.96,2.19,610,26.9,60.1,33.2,16018,liquid,60,70,530,51,86,1749,16,training,2048,79,12461,44653624,52.06,running,27.0,full_gpu,12000,sku_b,red,zone_b,moderado
3080,3.07,1.29,314,23.5,46.5,23.0,7846,air,55,56,258,60,68,1379,4,inference,512,1,4548,4742844,2.40,success,8.2,full_gpu,3929,sku_c,green,zone_d,moderado
9240,9.31,1.72,587,25.6,59.2,33.6,14878,immersion,71,65,554,73,84,1732,16,training,2048,80,28883,34532332,109.06,success,26.0,full_gpu,12000,sku_e,blue,zone_d,moderado
2844,2.85,0.85,274,23.2,46.1,22.9,9338,air,35,60,343,46,66,1302,4,inference,256,1,5860,4721293,2.14,success,14.5,temporal_sharing,3673,sku_b,yellow,zone_d,moderado
9211,9.17,1.42,472,23.5,55.2,31.7,14721,hybrid,81,78,522,64,85,1763,16,training,768,61,57289,55726817,44.41,success,24.2,full_gpu,12000,sku_b,green,zone_b,moderado
4649,4.63,1.10,264,23.5,51.7,28.2,10273,liquid,50,71,346,72,74,1575,4,fine_tuning,256,29,4285,5516932,13.90,success,10.1,mig,6303,sku_b,green,zone_c,moderado
3340,3.29,1.58,198,21.0,53.0,32.0,12675,air,54,75,350,58,70,1438,2,fine_tuning,64,23,1236,11267696,23.87,success,6.9,temporal_sharing,4638,sku_c,blue,zone_c,moderado
4293,4.23,0.72,263,23.2,47.5,24.3,10974,hybrid,53,80,323,71,73,1666,4,fine_tuning,512,30,1592,7422646,26.47,success,11.1,full_gpu,5362,sku_a,white,zone_d,moderado
4388,4.39,1.03,235,24.7,49.4,24.7,8694,air,67,76,419,51,74,1429,4,fine_tuning,64,10,8058,9536639,25.18,success,10.6,full_gpu,5091,sku_a,white,zone_c,moderado
3386,3.40,1.03,513,23.9,48.1,24.2,10908,liquid,63,64,254,71,69,1638,4,inference,128,1,4149,1371269,5.11,success,13.7,temporal_sharing,4229,sku_e,white,zone_b,moderado
3752,3.79,0.72,172,22.9,45.6,22.7,9625,hybrid,65,69,354,63,75,1516,4,fine_tuning,384,19,7942,17053204,20.22,success,8.4,full_gpu,4594,sku_a,red,zone_d,moderado
2834,2.91,0.81,170,21.8,49.8,28.0,8902,hybrid,51,83,326,78,75,1691,4,fine_tuning,64,14,8689,8771591,13.81,success,9.1,full_gpu,3678,sku_c,yellow,zone_d,moderado
3197,3.17,0.95,456,24.7,48.2,23.5,10405,air,53,58,287,49,64,1321,2,inference,16,1,2945,1865954,1.98,success,10.6,temporal_sharing,4432,sku_b,green,zone_a,moderado
4986,4.97,1.20,187,22.4,47.2,24.8,10759,hybrid,52,72,366,67,75,1628,4,fine_tuning,384,14,7952,17921430,16.55,success,11.9,full_gpu,6345,sku_e,red,zone_b,moderado
2208,2.14,1.07,480,22.1,49.0,26.9,7536,hybrid,35,59,187,53,60,1286,2,inference,256,1,5184,964258,4.67,success,7.0,temporal_sharing,3020,sku_a,red,zone_d,moderado
7132,7.19,1.37,371,24.5,48.3,23.8,11982,liquid,72,71,425,70,79,1791,8,fine_tuning,256,8,11219,4291817,28.18,success,19.4,full_gpu,9654,sku_c,blue,zone_a,moderado
3149,3.18,0.90,237,23.2,47.4,24.2,11260,hybrid,46,50,390,47,74,1298,4,inference,64,1,5220,1760900,2.82,success,12.3,temporal_sharing,4891,sku_a,green,zone_b,moderado
4164,4.20,0.74,421,23.2,55.2,32.0,10762,hybrid,54,77,395,56,79,1590,4,fine_tuning,384,15,5992,4489662,12.08,success,12.5,full_gpu,5310,sku_c,red,zone_a,moderado
7320,7.24,2.00,373,26.9,55.0,28.1,15249,hybrid,56,83,387,71,79,1771,8,fine_tuning,768,7,3585,4238950,31.13,success,17.0,full_gpu,10014,sku_e,white,zone_b,moderado
2784,2.71,1.17,274,24.5,51.8,27.3,10133,hybrid,43,63,269,38,67,1277,2,inference,32,1,3647,2859433,1.64,running,7.1,full_gpu,4541,sku_d,green,zone_c,moderado
8901,8.85,0.86,246,23.7,48.3,24.6,12418,immersion,64,92,525,67,82,1666,16,training,1536,129,48480,83235194,116.96,success,28.1,full_gpu,10425,sku_d,green,zone_b,moderado
6622,6.56,1.17,318,25.5,51.8,26.3,12740,air,56,79,463,66,80,1591,8,fine_tuning,512,25,12997,13950953,18.56,success,21.1,full_gpu,8399,sku_c,yellow,zone_a,moderado
8306,8.30,1.28,340,22.0,47.6,25.6,14018,immersion,68,79,535,65,88,1785,16,training,256,43,33858,55585304,93.33,success,26.4,full_gpu,10188,sku_e,white,zone_b,moderado
5002,4.98,1.58,286,23.4,52.7,29.3,11489,liquid,60,64,309,73,73,1547,8,inference,16,1,4250,1350752,0.64,success,15.0,temporal_sharing,6207,sku_b,green,zone_b,moderado
8557,8.55,1.33,235,25.1,61.9,36.8,16296,hybrid,63,80,551,64,89,1705,16,training,1536,129,22217,40479052,100.02,success,24.9,full_gpu,11196,sku_e,red,zone_c,moderado
7614,7.65,1.29,385,22.6,49.5,26.9,11168,liquid,76,71,483,65,83,1764,8,fine_tuning,512,24,10430,13115862,33.67,success,20.7,full_gpu,9584,sku_c,green,zone_a,moderado
7513,7.45,1.61,389,26.0,61.9,35.9,13249,liquid,64,80,511,68,85,1694,8,training,1024,129,19638,18156801,104.75,aborted,22.7,full_gpu,9683,sku_b,blue,zone_d,moderado
9207,9.19,1.11,201,22.1,53.4,31.3,14996,hybrid,73,86,582,77,89,1899,16,training,512,52,28685,84793300,100.07,success,26.2,full_gpu,11680,sku_d,green,zone_d,moderado
7597,7.55,1.31,502,22.6,52.1,29.5,14838,immersion,82,77,556,62,86,1892,8,training,256,101,39829,81700428,89.08,success,16.3,full_gpu,8757,sku_e,green,zone_a,moderado
3382,3.37,1.12,257,24.1,52.7,28.6,10106,liquid,40,50,281,39,70,1222,4,inference,128,1,4760,2725117,0.75,running,10.3,mig,4564,sku_a,red,zone_b,moderado
11084,11.12,1.36,485,23.0,52.6,29.6,16816,hybrid,68,81,647,61,88,1901,16,training,1536,120,26549,71993893,102.53,success,26.8,full_gpu,12000,sku_e,yellow,zone_c,moderado
4841,4.80,1.18,498,21.8,44.9,23.1,9081,hybrid,63,75,325,69,75,1584,4,fine_tuning,512,30,7805,3005784,27.70,success,10.5,full_gpu,6278,sku_b,white,zone_b,moderado
2077,2.11,0.86,387,23.4,52.4,29.0,9678,air,39,59,220,56,61,1340,2,inference,256,1,2262,3146146,3.52,success,8.3,temporal_sharing,2862,sku_a,white,zone_a,moderado
8892,8.95,1.92,600,23.5,60.4,36.9,17442,hybrid,62,90,554,54,89,1810,16,training,768,112,53275,82037300,34.18,failed,24.3,full_gpu,12000,sku_a,green,zone_d,moderado
4262,4.20,1.47,322,25.5,58.4,32.9,14378,air,53,76,503,59,85,1555,4,fine_tuning,512,27,4840,7704944,23.29,success,11.3,full_gpu,7005,sku_a,yellow,zone_d,moderado
4099,4.17,1.54,184,25.1,58.6,33.5,10989,air,46,55,336,54,74,1363,4,inference,256,1,2691,1548985,5.09,success,13.3,mig,4934,sku_c,red,zone_b,moderado
2209,2.26,0.76,344,23.1,53.5,30.4,11520,liquid,37,65,265,46,63,1284,2,inference,32,1,4525,4862591,3.59,success,6.6,mig,2913,sku_b,red,zone_c,moderado
3098,3.09,1.39,576,25.2,54.1,28.9,9182,hybrid,35,68,254,42,63,1223,2,inference,128,1,2062,3386584,2.29,success,8.4,mig,4079,sku_c,white,zone_a,moderado
6786,6.74,1.36,348,24.3,55.5,31.2,12033,hybrid,47,82,477,44,82,1545,8,fine_tuning,768,35,5706,9974888,33.44,success,16.7,full_gpu,9835,sku_b,red,zone_d,moderado
10241,10.17,1.90,310,24.2,60.5,36.3,16913,liquid,62,67,506,52,84,1729,16,training,768,62,40507,58760403,88.87,aborted,24.1,full_gpu,12000,sku_e,white,zone_d,moderado
2084,2.12,1.30,509,25.3,59.0,33.7,11846,air,20,38,148,14,47,1101,2,idle,2,1,50,98150,0.98,success,9.0,none,3453,sku_a,blue,zone_c,moderado
7816,7.84,1.61,341,23.1,47.0,23.9,14087,liquid,62,76,528,68,83,1630,8,training,1536,80,41173,73721972,113.34,running,21.2,full_gpu,10196,sku_b,blue,zone_d,moderado
8749,8.83,1.93,598,26.4,61.5,35.1,15243,hybrid,56,82,554,59,89,1810,16,training,512,99,17538,53303414,34.56,success,27.5,full_gpu,11644,sku_d,blue,zone_d,moderado
6834,6.77,1.69,540,24.1,55.3,31.2,12831,hybrid,51,81,319,61,76,1598,8,fine_tuning,512,17,8609,6561496,25.75,success,19.1,temporal_sharing,8918,sku_e,yellow,zone_a,moderado
3411,3.47,1.27,494,24.8,54.3,29.5,10794,air,38,59,274,53,67,1305,4,inference,512,1,3207,1594289,5.20,success,15.3,temporal_sharing,4580,sku_b,white,zone_d,moderado
3162,3.18,1.01,515,24.9,49.1,24.2,11157,liquid,56,50,233,55,65,1403,4,inference,256,1,4379,1660106,2.26,success,9.8,temporal_sharing,3767,sku_b,white,zone_d,moderado
3055,3.03,0.80,157,24.5,50.4,25.9,9669,hybrid,50,67,342,39,68,1430,2,inference,16,1,3438,2147121,4.94,success,7.7,mig,3599,sku_c,red,zone_b,moderado
8231,8.22,1.93,466,25.9,60.9,35.0,15839,air,51,81,495,57,86,1783,16,training,1024,45,16440,87495539,79.43,success,31.7,full_gpu,11156,sku_c,green,zone_b,moderado
4630,4.56,1.31,457,21.1,53.2,32.1,12314,liquid,67,74,380,74,77,1651,4,fine_tuning,512,32,9695,7589320,17.77,success,11.4,temporal_sharing,5894,sku_b,blue,zone_d,moderado
5543,5.54,1.51,359,23.2,51.9,28.7,13814,hybrid,47,81,407,52,78,1547,8,fine_tuning,256,23,6811,11038542,24.57,success,17.3,full_gpu,6960,sku_b,yellow,zone_c,moderado
2885,2.80,0.93,506,25.2,48.8,23.6,9856,air,46,66,188,59,63,1421,4,inference,64,1,1170,4023330,2.54,success,13.8,temporal_sharing,3994,sku_c,blue,zone_a,moderado
2756,2.68,1.37,511,24.2,51.2,27.0,10492,hybrid,37,55,334,49,68,1358,2,inference,512,1,5416,2053444,3.57,success,7.7,temporal_sharing,3935,sku_a,blue,zone_a,moderado
7652,7.63,1.05,416,25.4,56.4,31.0,14394,liquid,76,75,430,67,80,1725,8,training,768,81,18468,25529561,92.19,success,21.4,full_gpu,9094,sku_a,green,zone_a,moderado
3495,3.45,0.66,171,23.8,49.2,25.4,9460,hybrid,41,68,224,56,64,1385,4,inference,16,1,2113,1386556,0.34,success,11.3,temporal_sharing,4572,sku_e,blue,zone_d,moderado
6538,6.48,1.67,574,25.3,58.9,33.6,13375,hybrid,44,84,458,54,83,1682,8,fine_tuning,384,7,5380,16416843,30.75,success,20.1,full_gpu,9273,sku_c,blue,zone_b,moderado
2723,2.69,0.93,394,23.7,55.4,31.7,10637,air,38,66,290,58,66,1492,1,inference,512,1,1440,2168438,0.65,running,7.7,temporal_sharing,3692,sku_d,yellow,zone_b,moderado
8495,8.44,1.12,273,25.3,57.3,32.0,12561,liquid,70,69,607,65,89,1771,16,training,1536,76,32398,75800640,33.42,success,29.4,full_gpu,11436,sku_c,red,zone_d,moderado
8419,8.42,1.63,497,25.6,63.1,37.5,15330,hybrid,67,90,638,69,93,1839,16,training,1024,77,13604,62717094,76.80,aborted,24.6,full_gpu,11402,sku_b,green,zone_a,moderado
6635,6.68,1.56,450,23.4,53.9,30.5,12456,hybrid,46,73,300,55,74,1543,8,fine_tuning,128,27,8408,16248485,22.58,success,18.5,temporal_sharing,8931,sku_b,green,zone_a,moderado
5139,5.17,1.66,500,25.6,61.2,35.6,13135,liquid,55,64,480,43,82,1530,4,fine_tuning,256,12,6198,8416485,22.75,success,12.1,full_gpu,7383,sku_a,blue,zone_b,moderado
1803,1.81,0.83,314,22.9,43.3,20.4,8334,air,62,62,272,73,66,1388,2,inference,64,1,1992,2348561,4.18,success,6.3,full_gpu,2245,sku_b,yellow,zone_c,moderado
8479,8.42,1.81,393,26.8,56.0,29.2,13994,liquid,66,77,529,69,87,1689,16,training,256,103,41556,43187422,89.76,success,32.7,full_gpu,12000,sku_b,green,zone_b,moderado
8290,8.22,1.16,382,21.4,52.4,31.0,12171,hybrid,70,67,565,74,84,1676,8,training,512,39,58999,76633043,116.20,success,15.4,temporal_sharing,9280,sku_e,red,zone_a,moderado
4406,4.37,0.72,325,22.8,52.9,30.1,10834,hybrid,71,73,478,61,83,1739,4,fine_tuning,768,14,3099,2398194,5.49,success,9.7,full_gpu,5399,sku_a,green,zone_d,moderado
4169,4.15,1.06,518,24.8,49.3,24.5,10738,hybrid,45,55,278,52,66,1273,4,inference,512,1,4251,2047758,4.68,success,12.4,mig,5012,sku_a,blue,zone_b,moderado
4736,4.78,1.20,300,24.0,53.9,29.9,9863,hybrid,69,69,387,58,77,1609,4,fine_tuning,512,13,14674,15362840,29.54,success,10.9,full_gpu,5909,sku_d,red,zone_d,moderado
4409,4.39,0.94,212,24.4,53.3,28.9,9991,hybrid,69,82,435,57,80,1759,4,fine_tuning,512,17,3663,14022124,34.06,success,11.6,full_gpu,5411,sku_d,red,zone_b,moderado
2770,2.75,1.08,379,22.7,43.7,21.0,8525,hybrid,51,62,297,48,65,1396,4,inference,128,1,3059,4919561,1.12,success,9.2,full_gpu,3767,sku_e,white,zone_a,moderado
3092,3.04,1.22,311,22.0,52.1,30.1,10946,hybrid,41,58,285,42,68,1291,4,inference,256,1,3084,1453471,3.48,success,12.6,mig,3996,sku_b,green,zone_d,moderado
10334,10.26,2.17,396,26.5,54.3,27.8,15017,hybrid,72,86,632,69,92,1914,16,training,2048,46,23389,36576129,85.25,success,31.1,full_gpu,12000,sku_c,blue,zone_d,moderado
2960,2.94,0.69,339,23.3,44.5,21.2,9343,liquid,36,63,358,62,70,1432,2,inference,64,1,4902,3724687,4.96,success,7.1,temporal_sharing,3874,sku_a,blue,zone_b,moderado
4726,4.67,1.40,337,23.1,45.3,22.2,8956,hybrid,64,70,384,58,76,1682,4,fine_tuning,768,18,12193,5485227,13.44,success,9.3,temporal_sharing,6244,sku_a,red,zone_d,moderado
1199,1.25,1.01,577,24.4,58.0,33.6,7422,air,12,53,106,28,45,1056,2,idle,4,1,134,24305,2.28,success,8.1,none,1817,sku_d,green,zone_c,moderado
3151,3.20,0.70,312,22.1,40.5,18.4,8477,air,42,66,307,64,66,1566,2,inference,256,1,1224,2039226,5.44,success,7.2,mig,3804,sku_d,blue,zone_c,moderado
5554,5.51,1.01,381,25.0,55.2,30.2,13047,air,55,69,478,65,80,1516,4,fine_tuning,512,14,12742,6885835,10.55,success,11.8,full_gpu,7036,sku_e,blue,zone_a,moderado
9340,9.34,1.11,450,21.9,49.0,27.1,12569,liquid,70,91,582,74,88,1905,16,training,1024,55,44475,76622253,71.56,success,29.9,full_gpu,11616,sku_b,white,zone_d,moderado
5224,5.17,1.45,454,25.2,50.9,25.7,10222,hybrid,73,67,349,76,79,1714,4,fine_tuning,256,18,4038,2656883,27.44,success,12.1,temporal_sharing,5926,sku_b,white,zone_c,moderado
7375,7.34,1.97,435,26.0,56.6,30.6,14359,hybrid,57,56,479,51,81,1723,8,training,256,88,23628,33933400,18.85,failed,19.7,temporal_sharing,9742,sku_a,blue,zone_d,moderado
3847,3.78,1.57,335,23.2,49.0,25.8,9648,hybrid,54,72,367,68,76,1487,4,fine_tuning,512,32,2465,15691615,30.48,success,12.3,temporal_sharing,4568,sku_b,red,zone_b,moderado
9641,9.61,2.15,492,27.0,61.4,34.4,16402,liquid,63,83,541,66,85,1782,16,training,768,31,37858,76297428,80.45,success,32.7,full_gpu,12000,sku_d,red,zone_d,moderado
2952,3.00,0.83,380,24.1,49.1,25.0,10060,air,47,59,260,38,66,1236,4,inference,512,1,1835,3692044,4.56,success,10.4,full_gpu,3581,sku_e,yellow,zone_c,moderado
7250,7.25,1.47,277,24.3,52.7,28.4,11957,hybrid,64,65,539,61,85,1850,8,fine_tuning,384,21,2490,7437439,13.53,success,20.4,full_gpu,9653,sku_e,green,zone_d,moderado
3143,3.08,0.60,222,21.7,39.1,17.4,7787,hybrid,43,50,340,63,69,1311,4,inference,64,1,1563,1388731,0.41,success,14.0,mig,4076,sku_e,red,zone_a,moderado
4285,4.33,0.84,439,24.5,50.2,25.7,9676,liquid,54,58,352,54,74,1442,4,inference,64,1,4480,4015134,5.43,success,10.8,temporal_sharing,4935,sku_e,white,zone_d,moderado
6759,6.75,1.50,433,22.1,52.0,29.9,12934,hybrid,49,63,481,47,83,1675,8,fine_tuning,384,27,7522,7481548,26.12,running,20.8,full_gpu,8916,sku_e,red,zone_d,moderado
7857,7.80,0.78,182,23.8,50.6,26.8,13998,liquid,84,78,493,79,83,1804,8,training,1024,103,15160,90556041,111.04,success,19.7,full_gpu,9662,sku_a,green,zone_c,moderado
2373,2.38,0.81,328,23.8,47.9,24.1,8011,hybrid,37,50,310,69,65,1570,2,inference,512,1,1184,2986307,2.52,success,6.4,mig,2922,sku_e,blue,zone_c,moderado
