active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
2123,2.09,1.08,646,25.8,59.3,33.5,9526,hybrid,10,38,233,16,53,1115,4,idle,8,1,292,25080,6.62,success,11.0,temporal_sharing,3132,sku_b,yellow,zone_c,moderado
11200,11.15,1.4,360,30.0,70.0,40.0,18200,liquid,51,66,610,48,91,1580,16,training,1536,140,56000,88000000,165.0,success,113.0,full_gpu,12000,sku_b,yellow,zone_d,alto
1014,1.0,0.39,103,19.5,33.1,13.6,2162,hybrid,8,27,81,3,37,644,2,idle,1,1,99,20575,0.23,success,5.0,mig,1381,sku_e,white,zone_b,baixo
5440,5.47,1.8,490,25.0,55.5,30.5,12100,liquid,28,44,390,25,76,1180,8,idle,4,1,75,33000,4.9,success,52.0,full_gpu,7300,sku_e,blue,zone_c,alto
9635,9.51,1.27,522,24.8,57.4,32.6,14059,immersion,80,91,562,79,89,2054,16,training,1024,118,20232,75423819,100.52,success,30.9,full_gpu,11968,sku_b,red,zone_b,baixo
5994,5.94,0.97,519,24.6,53.8,29.2,10826,hybrid,77,74,354,78,76,1722,8,fine_tuning,384,26,4816,15402650,21.43,success,17.9,full_gpu,7235,sku_a,white,zone_a,baixo
5069,5.07,0.72,269,22.7,49.4,26.7,9834,liquid,79,91,629,82,91,1856,4,training,1024,64,62254,51495193,53.6,success,11.5,full_gpu,5619,sku_d,blue,zone_d,baixo
5680,5.73,1.15,300,25.0,55.5,30.5,11800,hybrid,28,44,395,25,76,1180,8,idle,8,1,75,35000,5.4,success,52.0,mig,7600,sku_e,green,zone_c,alto
4379,4.44,0.69,314,23.1,51.5,28.4,8772,hybrid,73,70,369,86,82,1411,8,training,256,20,21514,63731422,77.99,success,12.0,full_gpu,5517,sku_e,blue,zone_c,baixo
7250,7.25,1.47,277,24.3,52.7,28.4,11957,hybrid,64,65,539,61,85,1850,8,fine_tuning,384,21,2490,7437439,13.53,success,20.4,full_gpu,9653,sku_e,green,zone_d,moderado
5900,5.93,1.1,300,25.0,56.5,31.5,11600,hybrid,30,48,405,27,77,1240,8,idle,8,1,75,38000,5.0,success,56.0,full_gpu,7900,sku_a,green,zone_d,alto
1154,1.17,0.4,117,18.7,31.6,12.9,2750,air,16,26,68,11,33,816,1,idle,4,1,9,22945,0.76,success,5.0,mig,1453,sku_b,blue,zone_a,baixo
6696,6.62,0.66,293,23.5,50.2,26.7,11795,liquid,74,81,423,91,79,1963,16,training,1536,67,21268,15438063,24.15,success,19.9,full_gpu,7928,sku_d,yellow,zone_a,baixo
7680,7.63,2.05,470,26.5,61.0,34.5,14500,hybrid,37,56,495,35,82,1390,8,inference,32,1,800,750000,5.8,success,76.0,full_gpu,9900,sku_a,yellow,zone_d,alto
6907,6.82,0.91,390,23.0,53.1,30.1,12839,liquid,83,91,617,91,92,2147,8,training,1024,108,58402,49022046,20.19,success,17.0,full_gpu,8755,sku_b,red,zone_a,baixo
4620,4.66,2.05,625,25.0,54.0,29.0,10900,hybrid,44,58,315,48,70,1320,4,inference,256,1,2500,2800000,5.9,success,34.0,temporal_sharing,6100,sku_a,red,zone_d,alto
5180,5.22,1.28,330,25.0,55.0,30.0,11000,liquid,39,56,375,40,75,1300,4,fine_tuning,256,15,5000,6500000,38.0,running,36.0,temporal_sharing,7000,sku_d,green,zone_a,alto
5690,5.72,1.15,310,25.0,55.5,30.5,11800,liquid,29,45,395,26,76,1200,8,idle,4,1,85,41000,5.2,failed,54.0,full_gpu,7600,sku_a,white,zone_a,alto
6702,6.69,0.79,330,21.4,51.7,30.3,12888,hybrid,82,76,457,88,78,1929,8,training,512,70,40636,44986142,61.53,running,13.3,full_gpu,9130,sku_c,green,zone_c,baixo
9700,9.63,2.5,650,28.0,66.5,38.5,16800,liquid,48,63,560,43,87,1510,16,fine_tuning,384,32,12500,15500000,75.0,failed,95.0,full_gpu,12000,sku_d,yellow,zone_b,alto
7350,7.39,2.1,560,26.5,60.5,34.0,14700,air,34,53,480,33,81,1350,8,inference,128,1,1200,1200000,5.9,failed,74.0,full_gpu,9600,sku_a,white,zone_c,alto
9240,9.31,1.72,587,25.6,59.2,33.6,14878,immersion,71,65,554,73,84,1732,16,training,2048,80,28883,34532332,109.06,success,26.0,full_gpu,12000,sku_e,blue,zone_d,moderado
2062,2.04,0.29,93,21.3,34.0,12.7,4084,air,44,54,238,66,65,1403,2,inference,32,1,883,369721,0.96,success,5.6,temporal_sharing,2322,sku_c,blue,zone_a,baixo
8032,8.13,0.89,328,23.2,57.5,34.3,14728,liquid,87,78,597,84,87,2027,8,training,1024,56,17605,54070855,98.34,success,20.5,full_gpu,10624,sku_c,red,zone_b,baixo
5216,5.25,1.01,480,23.4,54.8,31.4,10959,hybrid,69,61,458,69,81,1603,4,fine_tuning,256,7,14278,12422093,15.05,success,11.0,full_gpu,7060,sku_a,blue,zone_b,moderado
2723,2.69,0.93,394,23.7,55.4,31.7,10637,air,38,66,290,58,66,1492,1,inference,512,1,1440,2168438,0.65,running,7.7,temporal_sharing,3692,sku_d,yellow,zone_b,moderado
5989,6.05,0.76,454,23.7,53.9,30.2,13147,liquid,68,73,347,86,77,1947,8,fine_tuning,768,18,5988,14114343,8.35,success,15.4,full_gpu,6914,sku_e,blue,zone_a,baixo
4769,4.73,0.45,132,23.6,55.5,31.9,8788,immersion,70,70,408,92,77,1975,4,training,1536,78,23850,31719403,71.89,success,12.8,full_gpu,6279,sku_c,white,zone_a,baixo
5631,5.55,0.93,111,24.0,55.8,31.8,10785,immersion,82,85,361,82,81,1676,8,training,256,66,17845,25289269,79.21,success,12.0,full_gpu,6822,sku_e,blue,zone_a,baixo
8220,8.18,1.05,295,27.0,62.5,35.5,13600,liquid,31,52,505,30,84,1340,8,inference,64,1,2200,1900000,6.7,failed,82.0,full_gpu,10400,sku_a,white,zone_c,alto
6554,6.5,1.19,301,23.8,53.6,29.8,10413,hybrid,84,77,424,84,81,1881,8,training,1024,137,29473,27011709,74.03,success,14.7,full_gpu,8435,sku_b,blue,zone_d,baixo
6720,6.77,2.25,575,26.0,59.5,33.5,14200,liquid,52,67,460,46,80,1460,8,fine_tuning,256,25,7000,8800000,52.0,aborted,64.0,full_gpu,8800,sku_d,blue,zone_c,alto
2337,2.35,0.74,318,21.5,44.5,23.0,5060,air,59,62,299,85,79,1421,2,fine_tuning,64,9,2255,4739227,9.22,success,5.3,full_gpu,2890,sku_a,green,zone_d,baixo
4150,4.11,1.05,398,23.7,43.9,20.2,9795,liquid,62,70,346,73,75,1578,4,inference,512,1,3463,1969865,1.65,success,10.4,temporal_sharing,5104,sku_b,yellow,zone_a,baixo
6850,6.8,1.1,285,25.0,57.5,32.5,14650,air,31,52,455,27,80,1285,8,idle,4,1,40,30000,5.6,success,78.0,temporal_sharing,8900,sku_d,blue,zone_b,alto
5430,5.47,1.8,490,25.0,55.5,30.5,12100,liquid,28,44,390,25,76,1180,8,idle,4,1,75,33000,4.9,aborted,52.0,mig,7300,sku_e,blue,zone_c,alto
6159,6.23,1.02,215,23.8,56.2,32.4,13773,hybrid,62,66,382,72,76,1665,4,fine_tuning,128,10,12108,14180424,17.19,success,10.8,temporal_sharing,6898,sku_a,white,zone_c,moderado
5940,5.98,1.95,610,25.5,55.0,29.5,15000,hybrid,17,31,385,15,76,1110,4,idle,4,1,35,12000,3.8,running,43.0,full_gpu,7300,sku_c,red,zone_d,alto
1454,1.44,0.49,193,20.1,39.2,19.1,4851,air,28,57,155,72,58,1143,1,inference,256,1,132,2213647,2.28,success,5.0,full_gpu,1901,sku_b,white,zone_b,baixo
1803,1.81,0.83,314,22.9,43.3,20.4,8334,air,62,62,272,73,66,1388,2,inference,64,1,1992,2348561,4.18,success,6.3,full_gpu,2245,sku_b,yellow,zone_c,moderado
2208,2.24,0.5,134,20.5,36.5,16.0,3201,hybrid,29,55,161,48,56,1185,2,inference,16,1,533,1174952,2.05,success,6.9,temporal_sharing,2759,sku_d,blue,zone_a,baixo
6959,6.96,0.68,199,23.4,48.5,25.1,14093,liquid,79,85,539,82,87,1836,8,training,1024,26,20366,83107850,66.69,success,22.3,full_gpu,8462,sku_a,green,zone_c,moderado
5900,5.86,1.18,320,25.0,56.0,31.0,11700,hybrid,30,48,400,27,77,1240,8,idle,8,1,80,39000,5.1,running,56.0,temporal_sharing,7800,sku_a,green,zone_d,alto
3863,3.88,1.04,496,22.2,48.6,26.4,11028,hybrid,57,66,267,57,70,1576,4,inference,256,1,2256,4405825,4.21,success,11.8,temporal_sharing,4944,sku_b,green,zone_a,baixo
3908,3.95,0.46,271,20.5,40.7,20.2,9313,hybrid,71,68,346,86,79,1737,4,fine_tuning,512,10,1247,1275462,11.61,success,11.1,mig,4864,sku_c,white,zone_c,baixo
5865,5.81,1.32,408,25.0,55.7,30.7,12982,hybrid,59,78,442,69,80,1543,8,fine_tuning,512,21,6050,15879668,19.11,success,13.5,full_gpu,7795,sku_b,green,zone_d,baixo
5350,5.39,2.65,710,25.0,56.0,31.0,13600,hybrid,22,39,375,19,75,1160,4,idle,2,1,35,19000,3.8,running,40.0,temporal_sharing,7000,sku_c,red,zone_c,alto
2472,2.47,0.75,195,20.9,42.6,21.7,7364,hybrid,46,74,381,83,82,1495,2,fine_tuning,64,6,2702,3612450,3.25,running,7.4,full_gpu,3112,sku_d,white,zone_d,baixo
5651,5.63,1.07,349,23.7,55.4,31.7,12884,hybrid,75,83,485,77,85,1948,8,fine_tuning,512,8,8010,12080320,12.61,success,17.5,full_gpu,7504,sku_b,red,zone_b,baixo
3949,3.95,0.91,414,22.8,47.3,24.5,11912,hybrid,70,61,469,69,80,1854,4,fine_tuning,256,31,12585,17256666,14.23,success,10.5,full_gpu,4931,sku_c,yellow,zone_d,moderado
3074,3.13,0.63,261,21.1,38.4,17.3,7159,hybrid,57,72,391,68,75,1753,4,fine_tuning,768,10,14060,12140628,8.06,success,9.9,full_gpu,3988,sku_a,blue,zone_b,moderado
8290,8.22,1.16,382,21.4,52.4,31.0,12171,hybrid,70,67,565,74,84,1676,8,training,512,39,58999,76633043,116.2,success,15.4,temporal_sharing,9280,sku_e,red,zone_a,moderado
5528,5.55,0.88,269,24.5,51.5,27.0,8434,immersion,61,72,444,74,81,1831,4,training,1024,40,18124,62472116,29.62,success,9.8,full_gpu,7055,sku_b,red,zone_b,baixo
5210,5.25,1.45,390,24.0,55.5,31.5,11500,liquid,23,41,380,21,76,1200,4,idle,8,1,70,25000,4.5,failed,40.0,mig,6900,sku_c,green,zone_c,alto
3340,3.29,1.58,198,21.0,53.0,32.0,12675,air,54,75,350,58,70,1438,2,fine_tuning,64,23,1236,11267696,23.87,success,6.9,temporal_sharing,4638,sku_c,blue,zone_c,moderado
5480,5.51,1.7,470,25.0,55.5,30.5,12000,hybrid,28,45,390,26,76,1190,8,idle,8,1,70,32000,4.9,success,52.0,temporal_sharing,7400,sku_e,blue,zone_b,alto
5554,5.51,1.01,381,25.0,55.2,30.2,13047,air,55,69,478,65,80,1516,4,fine_tuning,512,14,12742,6885835,10.55,success,11.8,full_gpu,7036,sku_e,blue,zone_a,moderado
9350,9.4,2.15,610,27.5,65.0,37.5,16000,liquid,41,58,555,36,86,1480,16,inference,64,1,2000,1500000,7.4,failed,91.0,temporal_sharing,11600,sku_c,white,zone_d,alto
2102,2.09,0.36,124,20.2,35.7,15.5,6297,air,46,47,194,79,57,1527,4,inference,64,1,226,1150468,1.88,success,8.0,temporal_sharing,2448,sku_b,green,zone_b,baixo
3448,3.51,0.93,518,24.3,48.9,24.6,10953,liquid,35,60,345,48,67,1377,2,inference,128,1,3388,2288600,5.29,success,8.6,temporal_sharing,3942,sku_c,blue,zone_c,moderado
3994,4.02,1.04,427,22.8,43.7,20.9,8112,air,44,64,315,57,73,1646,4,inference,512,1,2507,4230608,1.97,success,10.8,full_gpu,4960,sku_c,green,zone_c,baixo
8080,8.13,1.9,500,27.0,62.0,35.0,14400,air,42,59,505,38,84,1390,8,inference,128,1,1300,1200000,5.5,success,80.0,mig,10400,sku_c,red,zone_a,alto
2481,2.46,0.56,173,21.6,43.4,21.8,8193,hybrid,75,58,236,80,66,1799,4,fine_tuning,256,7,1784,2292633,13.06,success,7.3,temporal_sharing,3414,sku_a,white,zone_c,baixo
3386,3.4,1.03,513,23.9,48.1,24.2,10908,liquid,63,64,254,71,69,1638,4,inference,128,1,4149,1371269,5.11,success,13.7,temporal_sharing,4229,sku_e,white,zone_b,moderado
7520,7.56,1.95,540,26.0,60.0,34.0,14600,liquid,41,58,490,38,82,1380,8,fine_tuning,256,25,7600,9600000,55.0,running,75.0,temporal_sharing,9600,sku_c,red,zone_d,alto
8620,8.68,3.05,745,29.0,67.5,38.5,18600,hybrid,45,61,545,37,88,1470,8,fine_tuning,512,35,12000,17000000,72.0,failed,82.0,full_gpu,10800,sku_d,red,zone_c,alto
8479,8.42,1.81,393,26.8,56.0,29.2,13994,liquid,66,77,529,69,87,1689,16,training,256,103,41556,43187422,89.76,success,32.7,full_gpu,12000,sku_b,green,zone_b,moderado
5505,5.49,0.72,288,24.0,56.1,32.1,11587,liquid,69,81,512,73,87,1898,4,fine_tuning,512,18,13842,4221672,15.37,success,10.7,full_gpu,6881,sku_b,blue,zone_d,baixo
7581,7.67,0.45,141,23.1,48.1,25.0,12102,immersion,80,86,535,83,89,1966,8,training,1024,61,16261,69141683,53.44,success,15.0,full_gpu,9704,sku_b,red,zone_c,baixo
2836,2.78,0.78,328,22.4,42.3,19.9,8946,air,41,55,275,53,67,1251,2,inference,256,1,3044,4926745,3.85,success,5.5,temporal_sharing,3562,sku_a,white,zone_a,moderado
5760,5.8,1.2,320,25.0,56.0,31.0,11500,liquid,31,49,400,28,77,1230,8,idle,4,1,90,44000,5.3,running,55.0,full_gpu,7800,sku_a,white,zone_a,alto
11050,11.11,2.85,790,30.0,72.0,42.0,21100,air,53,67,640,47,94,1650,16,training,768,125,52000,83000000,160.0,failed,117.0,full_gpu,12000,sku_b,green,zone_c,alto
5520,5.57,2.05,610,25.5,56.5,31.0,13800,air,20,37,390,19,75,1160,4,idle,2,1,30,17000,3.9,failed,42.0,temporal_sharing,7300,sku_c,green,zone_d,alto
3885,3.83,0.7,261,20.9,47.9,27.0,9578,liquid,62,74,348,79,74,1680,4,fine_tuning,256,7,840,1761069,3.06,success,8.4,full_gpu,5132,sku_d,green,zone_a,baixo
4736,4.78,1.2,300,24.0,53.9,29.9,9863,hybrid,69,69,387,58,77,1609,4,fine_tuning,512,13,14674,15362840,29.54,success,10.9,full_gpu,5909,sku_d,red,zone_d,moderado
1031,1.03,0.69,416,19.5,33.7,14.2,7163,air,24,22,129,9,38,1124,2,idle,4,1,110,43396,0.23,success,5.0,none,1391,sku_c,green,zone_a,baixo
6367,6.39,0.62,263,23.5,52.0,28.5,9666,liquid,83,83,403,78,79,1853,8,training,1024,80,16680,31126886,42.33,success,16.0,full_gpu,7939,sku_b,white,zone_a,baixo
914,0.93,0.52,237,20.1,26.9,6.8,3461,air,20,22,105,8,39,696,1,idle,1,1,105,77109,0.3,success,5.0,none,1256,sku_d,red,zone_b,baixo
6730,6.79,1.25,330,25.5,57.0,31.5,13900,hybrid,34,55,455,28,79,1305,8,inference,64,1,700,650000,6.0,success,66.0,full_gpu,8900,sku_e,red,zone_a,alto
